person,dept,eow,cause,cause_short,date,year,canine,dept_name,state,description,latitude,longitude,state_name
Patrolman John Raymond Tucker,"Fort Gay Police Department, WV","EOW: Saturday, April 20, 1985",Cause of Death: Gunfire,Gunfire,4/20/1985,1985,FALSE,Fort Gay Police Department,WV,Charleston,38.336246,-81.612328,West Virginia
Police Officer Dale E. Eggers,"Seattle Police Department, WA","EOW: Tuesday, April 23, 1985",Cause of Death: Gunfire,Gunfire,4/23/1985,1985,FALSE,Seattle Police Department,WA,Olympia,47.035805,-122.905014,Washington
Officer Philip Bruce Mathis,"Atlanta Police Department, GA","EOW: Friday, April 26, 1985",Cause of Death: Gunfire,Gunfire,4/26/1985,1985,FALSE,Atlanta Police Department,GA,Atlanta,33.749027,-84.388229,Georgia
Chief Deputy Sheriff Wayne Lewis Wahl,"Crockett County Sheriff's Office, TX","EOW: Sunday, April 28, 1985",Cause of Death: Drowned,Drowned,4/28/1985,1985,FALSE,Crockett County Sheriff's Office,TX,Austin,30.27467,-97.740349,Texas
Captain James Alexander Bradley,"Oilton Police Department, OK","EOW: Monday, April 29, 1985",Cause of Death: Struck by vehicle,Struck by vehicle,4/29/1985,1985,FALSE,Oilton Police Department,OK,Oklahoma City,35.492207,-97.503342,Oklahoma
Trooper Oren Stuart Hindman,"South Dakota Highway Patrol, SD","EOW: Thursday, May 2, 1985",Cause of Death: Stabbed,Stabbed,5/2/1985,1985,FALSE,South Dakota Highway Patrol,SD,Pierre,44.367031,-100.346405,South Dakota
Agent William Ross Stewart,"Oklahoma Bureau of Narcotics and Dangerous Drugs Control, OK","EOW: Wednesday, May 8, 1985",Cause of Death: Gunfire,Gunfire,5/8/1985,1985,FALSE,Oklahoma Bureau of Narcotics and Dangerous Drugs Control,OK,Oklahoma City,35.492207,-97.503342,Oklahoma
Police Officer Dean A. Whitehead,"Lansing Police Department, MI","EOW: Thursday, May 9, 1985",Cause of Death: Aircraft accident,Aircraft accident,5/9/1985,1985,FALSE,Lansing Police Department,MI,Lansing,42.733635,-84.555328,Michigan
Patrolman Ignatius John Charlie,"Alakanuk Police Department, AK","EOW: Friday, May 10, 1985",Cause of Death: Gunfire,Gunfire,5/10/1985,1985,FALSE,Alakanuk Police Department,AK,Juneau,58.301598,-134.420212,Alaska
Corporal Darrell Dean McCloud,"Maricopa County Sheriff's Office, AZ","EOW: Monday, May 13, 1985",Cause of Death: Automobile accident,Automobile accident,5/13/1985,1985,FALSE,Maricopa County Sheriff's Office,AZ,Phoenix,33.448143,-112.096962,Arizona
Trooper Raymond Earl Worley,"North Carolina Highway Patrol, NC","EOW: Tuesday, May 14, 1985",Cause of Death: Gunfire,Gunfire,5/14/1985,1985,FALSE,North Carolina Highway Patrol,NC,Raleigh,35.78043,-78.639099,North Carolina
Captain Frank Clements,"Amarillo College Police Department, TX","EOW: Thursday, May 16, 1985",Cause of Death: Heart attack,Heart attack,5/16/1985,1985,FALSE,Amarillo College Police Department,TX,Austin,30.27467,-97.740349,Texas
Deputy Sheriff Walter Nathan Coleman,"Camden County Sheriff's Office, GA","EOW: Sunday, May 19, 1985",Cause of Death: Struck by vehicle,Struck by vehicle,5/19/1985,1985,FALSE,Camden County Sheriff's Office,GA,Atlanta,33.749027,-84.388229,Georgia
Chief Deputy Constable David Elwood Nelson,"Travis County Constable's Office - Precinct 3, TX","EOW: Monday, May 20, 1985",Cause of Death: Automobile accident,Automobile accident,5/20/1985,1985,FALSE,Travis County Constable's Office - Precinct 3,TX,Austin,30.27467,-97.740349,Texas
Chief of Police John William Mann,"Trafford Police Department, AL","EOW: Monday, May 20, 1985",Cause of Death: Gunfire,Gunfire,5/20/1985,1985,FALSE,Trafford Police Department,AL,Montgomery,32.377716,-86.300568,Alabama
Police Officer James A. Rementer,"Philadelphia Police Department, PA","EOW: Tuesday, May 21, 1985",Cause of Death: Heart attack,Heart attack,5/21/1985,1985,FALSE,Philadelphia Police Department,PA,Harrisburg,40.264378,-76.883598,Pennsylvania
"Deputy Sheriff Edmund V. Thomas, Jr.","Mecklenburg County Sheriff's Office, NC","EOW: Tuesday, May 21, 1985",Cause of Death: Heart attack,Heart attack,5/21/1985,1985,FALSE,Mecklenburg County Sheriff's Office,NC,Raleigh,35.78043,-78.639099,North Carolina
"Patrolman Donald William Parker, Jr.","Erie Police Department, PA","EOW: Thursday, May 23, 1985",Cause of Death: Motorcycle accident,Motorcycle accident,5/23/1985,1985,FALSE,Erie Police Department,PA,Harrisburg,40.264378,-76.883598,Pennsylvania
Deputy Sheriff Charles William Biles,"Morgan County Sheriff's Department, AL","EOW: Thursday, May 23, 1985",Cause of Death: Gunfire,Gunfire,5/23/1985,1985,FALSE,Morgan County Sheriff's Department,AL,Montgomery,32.377716,-86.300568,Alabama
Trooper Glenda Darlene Thomas,"Washington State Patrol, WA","EOW: Friday, May 24, 1985",Cause of Death: Struck by vehicle,Struck by vehicle,5/24/1985,1985,FALSE,Washington State Patrol,WA,Olympia,47.035805,-122.905014,Washington
Trooper Larry D. Cawyer,"Alabama Department of Public Safety, AL","EOW: Saturday, May 25, 1985",Cause of Death: Automobile accident,Automobile accident,5/25/1985,1985,FALSE,Alabama Department of Public Safety,AL,Montgomery,32.377716,-86.300568,Alabama
Lieutenant Lowry Douglas Durington,"Healdton Police Department, OK","EOW: Monday, May 27, 1985",Cause of Death: Vehicle pursuit,Vehicle pursuit,5/27/1985,1985,FALSE,Healdton Police Department,OK,Oklahoma City,35.492207,-97.503342,Oklahoma
Police Officer Thomas Joseph Trench,"Philadelphia Police Department, PA","EOW: Tuesday, May 28, 1985",Cause of Death: Gunfire,Gunfire,5/28/1985,1985,FALSE,Philadelphia Police Department,PA,Harrisburg,40.264378,-76.883598,Pennsylvania
Parole Officer Michael Erdahl,"Washington State Department of Corrections, WA","EOW: Wednesday, May 29, 1985",Cause of Death: Gunfire,Gunfire,5/29/1985,1985,FALSE,Washington State Department of Corrections,WA,Olympia,47.035805,-122.905014,Washington
Corrections Officer Minnie R. Houston,"Texas Department of Criminal Justice, TX","EOW: Monday, June 3, 1985",Cause of Death: Stabbed,Stabbed,6/3/1985,1985,FALSE,Texas Department of Criminal Justice,TX,Austin,30.27467,-97.740349,Texas
Lake Ranger Darrell E. James,"Duncan Police Department, OK","EOW: Monday, June 3, 1985",Cause of Death: Gunfire,Gunfire,6/3/1985,1985,FALSE,Duncan Police Department,OK,Oklahoma City,35.492207,-97.503342,Oklahoma
Officer Johnnie C. Corbin,"St. Louis Metropolitan Police Department, MO","EOW: Wednesday, June 5, 1985",Cause of Death: Vehicular assault,Vehicular assault,6/5/1985,1985,FALSE,St. Louis Metropolitan Police Department,MO,Jefferson City,38.579201,-92.172935,Missouri
Chief of Police William Earl Leftwich,"Colona Police Department, IL","EOW: Thursday, June 6, 1985",Cause of Death: Heart attack,Heart attack,6/6/1985,1985,FALSE,Colona Police Department,IL,Springfield,39.798363,-89.654961,Illinois
Sergeant Howell Burchfield,"California Department of Corrections and Rehabilitation, CA","EOW: Saturday, June 8, 1985",Cause of Death: Stabbed,Stabbed,6/8/1985,1985,FALSE,California Department of Corrections and Rehabilitation,CA,Sacramento,38.576668,-121.493629,California
Deputy Sheriff James E. Simono,"Elmore County Sheriff's Office, ID","EOW: Sunday, June 9, 1985",Cause of Death: Drowned,Drowned,6/9/1985,1985,FALSE,Elmore County Sheriff's Office,ID,Boise,43.617775,-116.199722,Idaho
Trooper Charles Gerald Whitney,"Iowa State Patrol, IA","EOW: Sunday, June 16, 1985",Cause of Death: Struck by vehicle,Struck by vehicle,6/16/1985,1985,FALSE,Iowa State Patrol,IA,Des Moines,41.591087,-93.603729,Iowa
Police Officer Harold Louis Vitale,"Saugus Police Department, MA","EOW: Tuesday, June 18, 1985",Cause of Death: Vehicular assault,Vehicular assault,6/18/1985,1985,FALSE,Saugus Police Department,MA,Boston,42.358162,-71.063698,Massachusetts
"Assistant Warden Virdeen Willis, Jr.","Illinois Department of Corrections, IL","EOW: Sunday, June 30, 1985",Cause of Death: Gunfire,Gunfire,6/30/1985,1985,FALSE,Illinois Department of Corrections,IL,Springfield,39.798363,-89.654961,Illinois
Detention Guard Adrian Salazar Aguilar,"Bexar County Sheriff's Office, TX","EOW: Sunday, June 30, 1985",Cause of Death: Gunfire,Gunfire,6/30/1985,1985,FALSE,Bexar County Sheriff's Office,TX,Austin,30.27467,-97.740349,Texas
Patrolman William R. Burns,"Radcliff Police Department, KY","EOW: Friday, July 5, 1985",Cause of Death: Exposure to toxins,Exposure to toxins,7/5/1985,1985,FALSE,Radcliff Police Department,KY,Frankfort,38.186722,-84.875374,Kentucky
Trooper Jody S. Dye,"Ohio State Highway Patrol, OH","EOW: Friday, July 5, 1985",Cause of Death: Struck by vehicle,Struck by vehicle,7/5/1985,1985,FALSE,Ohio State Highway Patrol,OH,Columbus,39.961346,-82.999069,Ohio
Trooper Jonathan David Harris,"West Virginia State Police, WV","EOW: Thursday, July 11, 1985",Cause of Death: Automobile accident,Automobile accident,7/11/1985,1985,FALSE,West Virginia State Police,WV,Charleston,38.336246,-81.612328,West Virginia
Detective Wayne G. King,"Chicago Police Department, IL","EOW: Friday, July 12, 1985",Cause of Death: Gunfire,Gunfire,7/12/1985,1985,FALSE,Chicago Police Department,IL,Springfield,39.798363,-89.654961,Illinois
Patrol Officer Gerald W. Mork,"Iola Police Department, WI","EOW: Sunday, July 14, 1985",Cause of Death: Gunfire,Gunfire,7/14/1985,1985,FALSE,Iola Police Department,WI,Madison,43.074684,-89.384445,Wisconsin
Patrol Officer Timothy Wayne Whittington,"Charlotte Police Department, NC","EOW: Tuesday, July 16, 1985",Cause of Death: Gunfire,Gunfire,7/16/1985,1985,FALSE,Charlotte Police Department,NC,Raleigh,35.78043,-78.639099,North Carolina
Patrol Sergeant Charlie Jerry Shepard,"Mount Pleasant Police Department, TX","EOW: Wednesday, July 17, 1985",Cause of Death: Assault,Assault,7/17/1985,1985,FALSE,Mount Pleasant Police Department,TX,Austin,30.27467,-97.740349,Texas
Officer Thomas Lee Harris,"Dallas Police Department, TX","EOW: Saturday, July 20, 1985",Cause of Death: Vehicle pursuit,Vehicle pursuit,7/20/1985,1985,FALSE,Dallas Police Department,TX,Austin,30.27467,-97.740349,Texas
Sergeant Gerald G. Chirrick,"Douglas County Sheriff's Office, OR","EOW: Tuesday, July 23, 1985",Cause of Death: Aircraft accident,Aircraft accident,7/23/1985,1985,FALSE,Douglas County Sheriff's Office,OR,Salem,44.938461,-123.030403,Oregon
Special Deputy Sheriff Ronald Henry Terwilliger,"Douglas County Sheriff's Office, OR","EOW: Tuesday, July 23, 1985",Cause of Death: Aircraft accident,Aircraft accident,7/23/1985,1985,FALSE,Douglas County Sheriff's Office,OR,Salem,44.938461,-123.030403,Oregon
"Corporal Virgle Dewey Knight, Jr.","Douglas County Sheriff's Office, OR","EOW: Tuesday, July 23, 1985",Cause of Death: Aircraft accident,Aircraft accident,7/23/1985,1985,FALSE,Douglas County Sheriff's Office,OR,Salem,44.938461,-123.030403,Oregon
Patrolman Roy Lee Graham,"Sumpter Township Police Department, MI","EOW: Sunday, July 28, 1985",Cause of Death: Vehicular assault,Vehicular assault,7/28/1985,1985,FALSE,Sumpter Township Police Department,MI,Lansing,42.733635,-84.555328,Michigan
Police Officer Henry I. Bunch,"San Jose Police Department, CA","EOW: Monday, July 29, 1985",Cause of Death: Gunfire,Gunfire,7/29/1985,1985,FALSE,San Jose Police Department,CA,Sacramento,38.576668,-121.493629,California
"Deputy Sheriff Robert Arthur VanAlyne, Jr.","Laramie County Sheriff's Department, WY","EOW: Thursday, August 1, 1985",Cause of Death: Drowned,Drowned,8/1/1985,1985,FALSE,Laramie County Sheriff's Department,WY,Cheyenne,41.140259,-104.820236,Wyoming
Detective Monty Lewis Conley,"Tulare County Sheriff's Office, CA","EOW: Monday, August 5, 1985",Cause of Death: Automobile accident,Automobile accident,8/5/1985,1985,FALSE,Tulare County Sheriff's Office,CA,Sacramento,38.576668,-121.493629,California
Detective Joe Ruiz Landin,"Tulare County Sheriff's Office, CA","EOW: Monday, August 5, 1985",Cause of Death: Automobile accident,Automobile accident,8/5/1985,1985,FALSE,Tulare County Sheriff's Office,CA,Sacramento,38.576668,-121.493629,California
Sergeant Robert Darrell Wright,"Williamson County Sheriff's Office, TX","EOW: Tuesday, August 6, 1985",Cause of Death: Vehicle pursuit,Vehicle pursuit,8/6/1985,1985,FALSE,Williamson County Sheriff's Office,TX,Austin,30.27467,-97.740349,Texas
Police Officer Myron James Massey,"Fairfield Police Department, AL","EOW: Friday, August 9, 1985",Cause of Death: Gunfire,Gunfire,8/9/1985,1985,FALSE,Fairfield Police Department,AL,Montgomery,32.377716,-86.300568,Alabama
Corporal Phillip Gene Osterman,"Arkansas State Police, AR","EOW: Saturday, August 10, 1985",Cause of Death: Aircraft accident,Aircraft accident,8/10/1985,1985,FALSE,Arkansas State Police,AR,Little Rock,34.746613,-92.288986,Arkansas
Officer Raymond E. Miller,"California Highway Patrol, CA","EOW: Wednesday, August 14, 1985",Cause of Death: Struck by vehicle,Struck by vehicle,8/14/1985,1985,FALSE,California Highway Patrol,CA,Sacramento,38.576668,-121.493629,California
"Patrolman Thomas Joseph Dietzman, Jr.","Aurora Police Department, CO","EOW: Friday, August 16, 1985",Cause of Death: Gunfire (Accidental),Gunfire (Accidental),8/16/1985,1985,FALSE,Aurora Police Department,CO,Denver,39.739227,-104.984856,Colorado
Officer Dean J. Esquibel,"California Highway Patrol, CA","EOW: Wednesday, August 21, 1985",Cause of Death: Vehicle pursuit,Vehicle pursuit,8/21/1985,1985,FALSE,California Highway Patrol,CA,Sacramento,38.576668,-121.493629,California
Officer Roy Hobson Mardis,"Lexington-Fayette Urban County Police Department, KY","EOW: Friday, August 23, 1985",Cause of Death: Gunfire (Accidental),Gunfire (Accidental),8/23/1985,1985,FALSE,Lexington-Fayette Urban County Police Department,KY,Frankfort,38.186722,-84.875374,Kentucky
